interval,variant,entry_mode,symbol,stock_return_pct,patterns,trades,wins,quality_wins,hit_rate_pct,quality_win_rate_pct,avg_return_pct,total_trade_return_pct,avg_r_multiple
30m,breakout_wide_2r,breakout,DNN,-6.7024,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,RUN,29.339,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,ENPH,105.7762,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,SEDG,82.9263,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,FSLR,50.8803,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,BE,0.1614,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,PLUG,27.6252,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,BLDP,85.7988,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,LAC,-6.1041,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,ALB,-8.2341,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,RIVN,6.4558,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,LCID,2.6667,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,NIO,-5.8873,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,XPEV,1.7647,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_2r,breakout,LI,-16.0604,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,MU,79.4348,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,SNDK,48.4493,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,GLW,11.5337,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,OKLO,-4.2968,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,RGTI,50.6785,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,IONQ,62.1877,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,CSCO,30.343,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,AMKR,-0.1865,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,ASTS,56.019,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,RKLB,76.8487,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,AMD,44.9361,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,AVGO,6.2105,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,ARM,66.128,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,SMCI,65.7677,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,TSM,3.9973,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,ASML,12.1133,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,MRVL,24.1657,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,ON,18.3808,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,LRCX,23.1495,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,KLAC,11.7039,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,QCOM,44.9126,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,ADI,4.3081,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,MCHP,2.0149,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,MPWR,0.3041,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,LSCC,20.2239,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,ALAB,71.3443,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,CRDO,34.5521,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,COHR,9.1688,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,WOLF,86.9551,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,AEHR,1.7534,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,PLTR,9.0915,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,APP,34.0535,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,SOUN,6.5075,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,BBAI,27.9188,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,AI,19.8775,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,PATH,11.3225,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,UPST,4.4499,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,AFRM,12.9675,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,HOOD,27.2249,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,COIN,-2.0344,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,MARA,17.1278,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,RIOT,43.038,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,CLSK,43.7107,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,IREN,35.0186,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,CORZ,28.9316,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,CIFR,28.9173,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,WULF,15.336,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,HIVE,84.6626,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,BTDR,50.7334,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,HUT,59.1077,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,QBTS,51.8649,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,QUBT,34.0987,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,ARQQ,16.1677,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,LAES,25.1786,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,QS,22.2752,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,ENVX,20.5749,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,JOBY,32.9241,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,ACHR,20.708,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,LUNR,77.1891,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,SPCE,155.8763,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,NNE,26.6331,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,SMR,5.6802,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,LEU,-10.8407,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,CCJ,-7.2399,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,UEC,-5.5137,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,DNN,-6.7024,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,RUN,29.339,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,ENPH,105.7762,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,SEDG,82.9263,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,FSLR,50.8803,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,BE,0.1614,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,PLUG,27.6252,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,BLDP,85.7988,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,LAC,-6.1041,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,ALB,-8.2341,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,RIVN,6.4558,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,LCID,2.6667,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,NIO,-5.8873,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,XPEV,1.7647,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_tight_2p5r,breakout,LI,-16.0604,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,MU,79.4348,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,SNDK,48.4493,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,GLW,11.5337,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,OKLO,-4.2968,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,RGTI,50.6785,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,IONQ,62.1877,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,CSCO,30.343,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,AMKR,-0.1865,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,ASTS,56.019,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,RKLB,76.8487,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,AMD,44.9361,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,AVGO,6.2105,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,ARM,66.128,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,SMCI,65.7677,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,TSM,3.9973,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,ASML,12.1133,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,MRVL,24.1657,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,ON,18.3808,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,LRCX,23.1495,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,KLAC,11.7039,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,QCOM,44.9126,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,ADI,4.3081,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,MCHP,2.0149,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,MPWR,0.3041,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,LSCC,20.2239,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,ALAB,71.3443,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,CRDO,34.5521,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,COHR,9.1688,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,WOLF,86.9551,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,AEHR,1.7534,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,PLTR,9.0915,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,APP,34.0535,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,SOUN,6.5075,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,BBAI,27.9188,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,AI,19.8775,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,PATH,11.3225,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,UPST,4.4499,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,AFRM,12.9675,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,HOOD,27.2249,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,COIN,-2.0344,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,MARA,17.1278,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,RIOT,43.038,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,CLSK,43.7107,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,IREN,35.0186,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,CORZ,28.9316,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,CIFR,28.9173,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,WULF,15.336,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,HIVE,84.6626,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,BTDR,50.7334,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,HUT,59.1077,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,QBTS,51.8649,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,QUBT,34.0987,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,ARQQ,16.1677,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,LAES,25.1786,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,QS,22.2752,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,ENVX,20.5749,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,JOBY,32.9241,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,ACHR,20.708,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,LUNR,77.1891,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,SPCE,155.8763,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,NNE,26.6331,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,SMR,5.6802,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,LEU,-10.8407,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,CCJ,-7.2399,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,UEC,-5.5137,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,DNN,-6.7024,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,RUN,29.339,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,ENPH,105.7762,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,SEDG,82.9263,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,FSLR,50.8803,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,BE,0.1614,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,PLUG,27.6252,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,BLDP,85.7988,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,LAC,-6.1041,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,ALB,-8.2341,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,RIVN,6.4558,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,LCID,2.6667,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,NIO,-5.8873,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,XPEV,1.7647,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,breakout_wide_3r,breakout,LI,-16.0604,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,MU,79.4348,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,SNDK,48.4493,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,GLW,11.5337,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,OKLO,-4.2968,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,RGTI,50.6785,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,IONQ,62.1877,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,CSCO,30.343,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,AMKR,-0.1865,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,ASTS,56.019,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,RKLB,76.8487,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,AMD,44.9361,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,AVGO,6.2105,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,ARM,66.128,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,SMCI,65.7677,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,TSM,3.9973,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,ASML,12.1133,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,MRVL,24.1657,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,ON,18.3808,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,LRCX,23.1495,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,KLAC,11.7039,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,QCOM,44.9126,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,ADI,4.3081,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,MCHP,2.0149,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,MPWR,0.3041,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,LSCC,20.2239,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,ALAB,71.3443,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,CRDO,34.5521,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,COHR,9.1688,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,WOLF,86.9551,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,AEHR,1.7534,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,PLTR,9.0915,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,APP,34.0535,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,SOUN,6.5075,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,BBAI,27.9188,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,AI,19.8775,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,PATH,11.3225,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,UPST,4.4499,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,AFRM,12.9675,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,HOOD,27.2249,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,COIN,-2.0344,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,MARA,17.1278,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,RIOT,43.038,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,CLSK,43.7107,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,IREN,35.0186,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,CORZ,28.9316,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,CIFR,28.9173,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,WULF,15.336,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,HIVE,84.6626,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,BTDR,50.7334,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,HUT,59.1077,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,QBTS,51.8649,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,QUBT,34.0987,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,ARQQ,16.1677,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,LAES,25.1786,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,QS,22.2752,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,ENVX,20.5749,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,JOBY,32.9241,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,ACHR,20.708,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,LUNR,77.1891,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,SPCE,155.8763,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,NNE,26.6331,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,SMR,5.6802,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,LEU,-10.8407,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,CCJ,-7.2399,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,UEC,-5.5137,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,DNN,-6.7024,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,RUN,29.339,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,ENPH,105.7762,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,SEDG,82.9263,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,FSLR,50.8803,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,BE,0.1614,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,PLUG,27.6252,0,0,0,0,0.0,0.0,0.0,0.0,0.0
30m,early_hl_base_2r,early-higher-low,BLDP,85.7988,0,0,0,0,0.0,0.0,0.0,0.0,0.0
